date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:31	3552/3552	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Dec%202024%2011:27:43%20GMT	https://alsayegh.com/storage/clients/Artboard_61.png	D:/Repositories/career/career/alsayegh.com/storage/clients/Artboard_61.png	(from https://alsayegh.com/)
13:36:31	14147/14147	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:32%20GMT	https://alsayegh.com/project/drc	D:/Repositories/career/career/alsayegh.com/project/drc.html	(from https://alsayegh.com/)
13:36:33	85185/85185	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:30%20GMT	https://alsayegh.com/storage/projects/Asset_66.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_66c4ca.jpg	(from https://alsayegh.com/)
13:36:33	18869/18869	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:33%20GMT	https://alsayegh.com/project/expo_city_dubai	D:/Repositories/career/career/alsayegh.com/project/expo_city_dubai.html	(from https://alsayegh.com/)
13:36:34	28874/28874	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2011:03:02%20GMT	https://alsayegh.com/storage/projects/01JFSJYJ9NQQW6H3XHHP3B5HED.jpg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/01JFSJYJ9NQQW6H3XHHP3B5HEDc4ca.jpg	(from https://alsayegh.com/)
13:36:34	13005/13005	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:35%20GMT	https://alsayegh.com/project/al_ula	D:/Repositories/career/career/alsayegh.com/project/al_ula.html	(from https://alsayegh.com/)
13:36:35	113929/113929	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:29%20GMT	https://alsayegh.com/storage/projects/Asset_64.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_64c4ca.jpg	(from https://alsayegh.com/)
13:36:35	13810/13810	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:35%20GMT	https://alsayegh.com/project/musuem_of_the_future	D:/Repositories/career/career/alsayegh.com/project/musuem_of_the_future.html	(from https://alsayegh.com/)
13:36:35	90964/90964	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_72.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_72c4ca.jpg	(from https://alsayegh.com/)
13:36:36	12996/12996	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:36%20GMT	https://alsayegh.com/project/nakheel	D:/Repositories/career/career/alsayegh.com/project/nakheel.html	(from https://alsayegh.com/)
13:36:36	94800/94800	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:29%20GMT	https://alsayegh.com/storage/projects/Asset_65.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_65c4ca.jpg	(from https://alsayegh.com/)
13:36:37	21134/21134	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:37%20GMT	https://alsayegh.com/project/arabiandays	D:/Repositories/career/career/alsayegh.com/project/arabiandays.html	(from https://alsayegh.com/)
13:36:37	137075/137075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_73.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_73c4ca.jpg	(from https://alsayegh.com/)
13:36:37	13004/13004	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:38%20GMT	https://alsayegh.com/project/aramco	D:/Repositories/career/career/alsayegh.com/project/aramco.html	(from https://alsayegh.com/)
13:36:38	118180/118180	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:29%20GMT	https://alsayegh.com/storage/projects/Asset_63.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_63c4ca.jpg	(from https://alsayegh.com/)
13:36:39	14816/14816	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:39%20GMT	https://alsayegh.com/project/the_north_face	D:/Repositories/career/career/alsayegh.com/project/the_north_face.html	(from https://alsayegh.com/)
13:36:39	120515/120515	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_74.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_74c4ca.jpg	(from https://alsayegh.com/)
13:36:39	13012/13012	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:40%20GMT	https://alsayegh.com/project/sharjah_tourism	D:/Repositories/career/career/alsayegh.com/project/sharjah_tourism.html	(from https://alsayegh.com/)
13:36:40	168891/168891	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:30%20GMT	https://alsayegh.com/storage/projects/Asset_67.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_67c4ca.jpg	(from https://alsayegh.com/)
13:36:40	15333/15333	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:40%20GMT	https://alsayegh.com/project/visit_abu_dhabi	D:/Repositories/career/career/alsayegh.com/project/visit_abu_dhabi.html	(from https://alsayegh.com/)
13:36:41	93849/93849	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_75.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_75c4ca.jpg	(from https://alsayegh.com/)
13:36:41	13007/13007	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:41%20GMT	https://alsayegh.com/project/tiger_properties	D:/Repositories/career/career/alsayegh.com/project/tiger_properties.html	(from https://alsayegh.com/)
13:36:41	126970/126970	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:30%20GMT	https://alsayegh.com/storage/projects/Asset_68.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_68c4ca.jpg	(from https://alsayegh.com/)
13:36:42	12710/12710	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:42%20GMT	https://alsayegh.com/project/uae_president_cup	D:/Repositories/career/career/alsayegh.com/project/uae_president_cup.html	(from https://alsayegh.com/)
13:36:42	84898/84898	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_76.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_76c4ca.jpg	(from https://alsayegh.com/)
13:36:42	13019/13019	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:43%20GMT	https://alsayegh.com/project/a2rl	D:/Repositories/career/career/alsayegh.com/project/a2rl.html	(from https://alsayegh.com/)
13:36:43	153651/153651	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:30%20GMT	https://alsayegh.com/storage/projects/Asset_69.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_69c4ca.jpg	(from https://alsayegh.com/)
13:36:43	13000/13000	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:44%20GMT	https://alsayegh.com/project/dct	D:/Repositories/career/career/alsayegh.com/project/dct.html	(from https://alsayegh.com/)
13:36:44	73364/73364	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:31%20GMT	https://alsayegh.com/storage/projects/Asset_77.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_77c4ca.jpg	(from https://alsayegh.com/)
13:36:44	13031/13031	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:45%20GMT	https://alsayegh.com/project/dubai_shopping_festival	D:/Repositories/career/career/alsayegh.com/project/dubai_shopping_festival.html	(from https://alsayegh.com/)
13:36:45	157793/157793	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:30%20GMT	https://alsayegh.com/storage/projects/Asset_70.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_70c4ca.jpg	(from https://alsayegh.com/)
13:36:45	13015/13015	---MC-	200	added ('OK')	text/html	date:Sun,%2021%20Sep%202025%2006:36:46%20GMT	https://alsayegh.com/project/dubai_tourism	D:/Repositories/career/career/alsayegh.com/project/dubai_tourism.html	(from https://alsayegh.com/)
13:36:46	11784/11784	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2009:12:43%20GMT	https://alsayegh.com/assets/img/footerlogo@2x.png	D:/Repositories/career/career/alsayegh.com/assets/img/footerlogo@2x.png	(from https://alsayegh.com/)
13:36:46	71662/71662	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2006:59:32%20GMT	https://alsayegh.com/storage/projects/Asset_78.jpeg?1	D:/Repositories/career/career/alsayegh.com/storage/projects/Asset_78c4ca.jpg	(from https://alsayegh.com/)
13:36:47	12446/12446	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2009:12:43%20GMT	https://alsayegh.com/assets/img/outline@2x.png	D:/Repositories/career/career/alsayegh.com/assets/img/outline@2x.png	(from https://alsayegh.com/)
13:36:47	1949/1949	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Dec%202024%2007:49:44%20GMT	https://alsayegh.com/assets/img/sm/ig.svg	D:/Repositories/career/career/alsayegh.com/assets/img/sm/ig.svg	(from https://alsayegh.com/)
13:36:47	1013/1013	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Dec%202024%2007:49:44%20GMT	https://alsayegh.com/assets/img/sm/in.svg	D:/Repositories/career/career/alsayegh.com/assets/img/sm/in.svg	(from https://alsayegh.com/)
13:36:48	1983/1983	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202024%2010:03:22%20GMT	https://alsayegh.com/assets/img/whatsapp-icon.png	D:/Repositories/career/career/alsayegh.com/assets/img/whatsapp-icon.png	(from https://alsayegh.com/)
13:36:48	80663/80663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213b17-9/0PPchLLPk7+B6DJQWmc/NU4KM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	D:/Repositories/career/career/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	(from https://alsayegh.com/)
13:36:48	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	D:/Repositories/career/career/code.jquery.com/jquery-3.6.0.min.js	(from https://alsayegh.com/)
13:36:49	9162/9162	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223ca-SBE1OD65e8d1FoH+g0MqYHvuNQs%22	https://cdn.jsdelivr.net/npm/jquery.marquee/jquery.marquee.min.js	D:/Repositories/career/career/cdn.jsdelivr.net/npm/jquery.marquee/jquery.marquee.min.js	(from https://alsayegh.com/)
13:36:49	5486/5486	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Dec%202024%2017:49:47%20GMT	https://alsayegh.com/assets/img/mute.png	D:/Repositories/career/career/alsayegh.com/assets/img/mute.png	(from https://alsayegh.com/)
13:36:50	326/326	---MC-	302	error ('Found')	text/html	date:Sun,%2021%20Sep%202025%2006:36:51%20GMT	https://alsayegh.com/wp-content/uploads/2020/02/abu-dhabi-culture-social-1.jpg	D:/Repositories/career/career/alsayegh.com/wp-content/uploads/2020/02/abu-dhabi-culture-social-1.jpg	(from https://alsayegh.com/assets/css/style.css?17)
13:36:52	271457/271457	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Dec%202024%2009:12:43%20GMT	https://alsayegh.com/assets/img/contactbg.jpg?2	D:/Repositories/career/career/alsayegh.com/assets/img/contactbgc81e.jpg	(from https://alsayegh.com/assets/css/style.css?17)
13:36:52	326/326	---MC-	302	error ('Found')	text/html	date:Sun,%2021%20Sep%202025%2006:36:52%20GMT	https://alsayegh.com/wp-content/uploads/2020/02/maria-tash-1.jpg	D:/Repositories/career/career/alsayegh.com/wp-content/uploads/2020/02/maria-tash-1.5b.delayed	(from https://alsayegh.com/assets/css/style.css?17)
13:36:52	2622/2622	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Dec%202024%2019:17:25%20GMT	https://alsayegh.com/assets/img/mobilecontactborder.png	D:/Repositories/career/career/alsayegh.com/assets/img/mobilecontactborder.png	(from https://alsayegh.com/assets/css/style.css?17)
13:36:54	298264/298264	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Dec%202024%2014:56:43%20GMT	https://alsayegh.com/assets/img/contactmob.jpg	D:/Repositories/career/career/alsayegh.com/assets/img/contactmob.jpg	(from https://alsayegh.com/assets/css/style.css?17)
13:37:26	49939610/49939610	---M--	200	added ('OK')	video/mp4	date:Mon,%2023%20Dec%202024%2006:51:12%20GMT	https://alsayegh.com/assets/img/uae.mp4	D:/Repositories/career/career/alsayegh.com/assets/img/uae.mp4	(from https://alsayegh.com/)
13:37:29	493740/493740	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2016:04:07%20GMT	https://alsayegh.com/storage/services/sub_services/01JK142KAKJVCMK7CG37C7B8FW.png	D:/Repositories/career/career/alsayegh.com/storage/services/sub_services/01JK142KAKJVCMK7CG37C7B8FW.png	(from https://alsayegh.com/services/events)
13:37:30	410422/410422	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2016:04:07%20GMT	https://alsayegh.com/storage/services/sub_services/01JK142KAN043R2PVPJA23J47F.png	D:/Repositories/career/career/alsayegh.com/storage/services/sub_services/01JK142KAN043R2PVPJA23J47F.png	(from https://alsayegh.com/services/events)
13:37:30	137808/137808	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2017:30:39%20GMT	https://alsayegh.com/storage/services/sub_services/01JK1911GBNSDWDVM13WDEX352.png	D:/Repositories/career/career/alsayegh.com/storage/services/sub_services/01JK1911GBNSDWDVM13WDEX352.png	(from https://alsayegh.com/services/events)
13:37:30	290219/290219	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2016:04:07%20GMT	https://alsayegh.com/storage/services/sub_services/01JK142KAQXJAT9ZW2QKQXM06E.png	D:/Repositories/career/career/alsayegh.com/storage/services/sub_services/01JK142KAQXJAT9ZW2QKQXM06E.png	(from https://alsayegh.com/services/events)
13:37:31	343730/343730	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2016:04:07%20GMT	https://alsayegh.com/storage/services/sub_services/01JK142KAPFQ2DF4PTR48Z7GFJ.png	D:/Repositories/career/career/alsayegh.com/storage/services/sub_services/01JK142KAPFQ2DF4PTR48Z7GFJ.png	(from https://alsayegh.com/services/events)
